ad_id,recommendation,platform,brand,category,ad_type,target_audience,creative_theme,status,start_date,days_running,spend,revenue,roas,impressions,clicks,ctr,conversions,cpc,cpa,creative_score,landing_page_score,frequency,video_completion_rate
AD-0505,ENDED_WIN,Google,Little Joys,Sexual Health,Story,M 35-44,Doctor Trust,Completed,2025-07-25,73,135777.29,34735804.17,255.83,3845124,168569,4.38,19801,0.81,6.86,3.97,8.4,2.59,
AD-0506,SCALE,YouTube,Be Bodywise,Skin Care,Story,F 35-44,UGC Style,Active,2025-08-03,21,199053.93,15180479.08,76.26,3660312,148609,4.06,17985,1.34,11.07,7.86,2.06,2.75,
AD-0507,SCALE,YouTube,Little Joys,Nutrition,Carousel,F 25-34,Lifestyle,Active,2025-05-02,36,183787,10877546.23,59.19,1961400,80646,4.11,5671,2.28,32.41,3.55,5.22,4.26,
AD-0508,ENDED_WIN,YouTube,Man Matters,Nutrition,Carousel,F 18-24,Before/After,Paused,2025-03-03,30,163099.71,3024513.41,18.54,3106014,50372,1.62,6148,3.24,26.53,1.08,1.53,4.85,
AD-0509,ENDED_WIN,Meta,Little Joys,Wellness,Video,F 35-44,Infographic,Completed,2025-04-03,62,55015.02,19480978.67,354.1,1888403,100813,5.34,11904,0.55,4.62,9.86,7.3,4.23,50.81
AD-0510,ENDED_WIN,Google,Be Bodywise,Wellness,Video,M 35-44,Infographic,Paused,2025-05-02,54,166706.98,13996447.19,83.96,2403510,77217,3.21,11107,2.16,15.01,8.41,2.07,5.68,62.65
AD-0511,ENDED_WIN,Google,Little Joys,Nutrition,Reel,F 25-34,UGC Style,Completed,2025-10-15,13,19700.74,351274.17,17.83,611359,38211,6.25,205,0.52,96.1,2.71,9.75,4.7,47.31
AD-0512,SCALE,Google,Little Joys,Sexual Health,Video,F 18-24,Celebrity Endorsement,Active,2025-11-12,20,157907.2,17037841.65,107.9,6947015,520352,7.49,61603,0.3,2.56,9.97,4.89,1.27,42.75
AD-0513,SCALE,Instagram,Little Joys,Sexual Health,Image,F 18-24,Before/After,Active,2025-10-07,34,160351.52,9563385.01,59.64,6496434,507832,7.82,8196,0.32,19.56,6.03,9.8,2.98,
AD-0514,ENDED_WIN,Instagram,Be Bodywise,Sexual Health,Carousel,M 25-34,UGC Style,Paused,2025-03-06,39,70207.13,10076716.35,143.53,1995072,154969,7.77,6255,0.45,11.22,7.19,1.38,1.28,
AD-0515,ENDED_WIN,Instagram,Be Bodywise,Weight Management,Reel,F 25-34,Doctor Trust,Completed,2025-07-15,68,31913.36,1100581.55,34.49,788779,52237,6.62,974,0.61,32.77,3.23,5.17,5.79,22.8
AD-0516,ENDED_WIN,Meta,Little Joys,Hair Care,Carousel,M 18-24,Product Demo,Completed,2025-04-11,76,28695.25,2489096.51,86.74,564538,20713,3.67,2379,1.39,12.06,9.01,8.12,3.33,
AD-0517,SCALE,Google,Little Joys,Hair Care,Video,M 18-24,Lifestyle,Active,2025-05-28,23,29976.27,1820738.98,60.74,481885,24204,5.02,2384,1.24,12.57,7.29,6.7,1,18.44
AD-0518,MONITOR,YouTube,Little Joys,Nutrition,Carousel,M 35-44,Infographic,Active,2025-06-02,58,62596.21,701243.39,11.2,1251224,21223,1.7,2104,2.95,29.75,6.07,3.31,6.49,
AD-0519,ENDED_OK,Instagram,Little Joys,Sexual Health,Image,F 25-34,Doctor Trust,Paused,2025-03-19,24,91968.94,1129231.33,12.28,4007737,51694,1.29,608,1.78,151.26,5.23,2.84,6.96,
AD-0520,MONITOR,Instagram,Little Joys,Skin Care,Carousel,M 35-44,Testimonial,Active,2025-02-10,28,2081.86,71900.68,34.54,35222,1348,3.83,69,1.54,30.17,3.73,4.83,3.39,
AD-0521,ENDED_WIN,Google,Little Joys,Nutrition,Image,M 18-24,Before/After,Paused,2025-03-20,23,39900.56,2430196.3,60.91,781497,48631,6.22,4779,0.82,8.35,7.11,4.42,1.81,
AD-0522,ENDED_WIN,Instagram,Man Matters,Hair Care,Image,M 18-24,Product Demo,Completed,2025-09-07,57,14455.16,1363550.28,94.33,502360,17904,3.56,1428,0.81,10.12,4.26,9.82,7.96,
AD-0523,ENDED_WIN,Instagram,Be Bodywise,Wellness,Video,F 25-34,Before/After,Completed,2025-05-08,28,156538.84,16969249.83,108.4,4924563,84020,1.71,11428,1.86,13.7,3.19,6.08,1.24,74.82
AD-0524,ENDED_WIN,YouTube,Man Matters,Wellness,Carousel,F 18-24,Celebrity Endorsement,Completed,2025-02-20,80,58266.61,11421291.24,196.02,1821972,62734,3.44,5961,0.93,9.77,7.27,8.57,2.16,
AD-0525,SCALE,Google,Man Matters,Weight Management,Story,M 25-34,Product Demo,Active,2025-04-27,9,27480.31,17264630.62,628.25,1340233,93300,6.96,10654,0.29,2.58,4.33,6.49,7.96,
AD-0526,ENDED_WIN,Google,Be Bodywise,Nutrition,Story,M 35-44,UGC Style,Paused,2025-03-10,47,26417.84,2852240.97,107.97,683776,35093,5.13,2989,0.75,8.84,6.05,4.67,2.22,
AD-0527,SCALE,Meta,Be Bodywise,Weight Management,Video,F 25-34,Before/After,Active,2025-03-20,83,104549.72,15037661.19,143.83,3971000,133750,3.37,7880,0.78,13.27,1.73,3.11,4.69,54.08
AD-0528,KILL,Google,Little Joys,Weight Management,Reel,F 25-34,Product Demo,Active,2025-07-10,59,118674.62,3857.19,0.03,4294801,25652,0.6,19,4.63,6246.03,1.94,8.01,3.47,26.61
AD-0529,ENDED_WIN,Meta,Man Matters,Weight Management,Carousel,F 35-44,Testimonial,Paused,2025-11-11,22,62325.1,2290597.88,36.75,1695581,70111,4.13,7298,0.89,8.54,2.77,4.74,7,
AD-0530,MONITOR,Google,Man Matters,Sexual Health,Reel,M 18-24,Before/After,Active,2025-07-24,35,180699.66,1674626.99,9.27,1155535,87096,7.54,1293,2.07,139.75,6.8,8.43,6.49,71.22
AD-0531,ENDED_WIN,Meta,Be Bodywise,Sexual Health,Video,M 35-44,UGC Style,Completed,2025-01-12,63,39063.12,13104313.73,335.47,1555492,109214,7.02,8973,0.36,4.35,8.07,3.48,1.73,54.93
AD-0532,ENDED_WIN,Google,Be Bodywise,Nutrition,Carousel,F 25-34,Doctor Trust,Completed,2025-01-22,19,26861.83,1956698.7,72.84,1184074,6950,0.59,990,3.87,27.13,3.1,8.12,3.66,
AD-0533,ENDED_WIN,Instagram,Little Joys,Hair Care,Video,F 35-44,Infographic,Completed,2025-02-04,6,55991.92,1879814.07,33.57,2675149,190734,7.13,2599,0.29,21.54,1.14,1.39,5.48,58.91
AD-0534,ENDED_OK,Instagram,Be Bodywise,Skin Care,Image,M 25-34,Before/After,Paused,2025-07-24,56,183348.39,581997.65,3.17,2358636,48014,2.04,2491,3.82,73.6,1.95,3.6,6.7,
AD-0535,ENDED_WIN,Google,Man Matters,Weight Management,Reel,F 35-44,Product Demo,Paused,2025-05-17,4,146040.83,2634680.56,18.04,1891271,58487,3.09,5538,2.5,26.37,7.3,1.09,5.04,56.8
AD-0536,KILL,Instagram,Man Matters,Sexual Health,Reel,F 18-24,Celebrity Endorsement,Active,2025-11-06,71,134584.56,111888.08,0.83,889389,52660,5.92,69,2.56,1950.5,5.34,9.37,1.98,49.68
AD-0537,ENDED_WIN,Google,Man Matters,Skin Care,Image,F 18-24,Celebrity Endorsement,Completed,2025-10-04,25,188800.13,44070126.27,233.42,4854997,325677,6.71,44670,0.58,4.23,4.49,8.66,5.34,
AD-0538,MONITOR,YouTube,Be Bodywise,Weight Management,Story,M 18-24,UGC Style,Active,2025-10-09,76,192133,1020222.13,5.31,3032339,47992,1.58,2005,4,95.83,7.28,3.87,1,
AD-0539,SCALE,YouTube,Man Matters,Wellness,Reel,F 35-44,Doctor Trust,Active,2025-07-05,6,107346.68,2758242.11,25.69,2296045,34628,1.51,1623,3.1,66.14,9.08,9.72,4.09,81.99
AD-0540,ENDED_OK,YouTube,Be Bodywise,Wellness,Story,F 18-24,Before/After,Paused,2025-10-13,61,64095,293704.59,4.58,2051698,15798,0.77,411,4.06,155.95,1.23,9.05,5.15,
AD-0541,ENDED_WIN,Instagram,Man Matters,Sexual Health,Story,M 25-34,Celebrity Endorsement,Paused,2025-04-24,38,110969.61,11430962.13,103.01,3449915,246746,7.15,6443,0.45,17.22,4.18,7.34,2.59,
AD-0542,ENDED_OK,Meta,Little Joys,Nutrition,Image,M 18-24,Doctor Trust,Completed,2025-05-17,36,58676.68,459276.97,7.83,635887,8353,1.31,661,7.02,88.77,3.32,5.89,2.53,
AD-0543,SCALE,YouTube,Be Bodywise,Skin Care,Carousel,M 35-44,Infographic,Active,2025-04-13,61,55481.01,10520810.99,189.63,2546402,109337,4.29,10486,0.51,5.29,7.98,2.51,6.09,
AD-0544,ENDED_WIN,Instagram,Man Matters,Weight Management,Reel,M 25-34,Infographic,Completed,2025-06-24,8,155031.15,9326178.12,60.16,4761895,217057,4.56,6004,0.71,25.82,3.87,6.27,5.93,59.93
AD-0545,ENDED_OK,YouTube,Little Joys,Weight Management,Video,M 25-34,UGC Style,Paused,2025-03-28,62,103943.46,760662.98,7.32,3596929,21951,0.61,633,4.74,164.21,9.12,9.88,3.62,22.2
AD-0546,TESTING,YouTube,Man Matters,Sexual Health,Carousel,F 18-24,Before/After,Active,2025-01-11,12,1257.87,137942.31,109.66,54254,3431,6.32,443,0.37,2.84,1,8.94,1.6,
AD-0547,ENDED_WIN,Google,Little Joys,Sexual Health,Image,F 35-44,Lifestyle,Paused,2025-01-04,84,131540.58,35820853.25,272.32,4173551,241129,5.78,23416,0.55,5.62,3.36,3.21,3.91,
AD-0548,SCALE,Instagram,Be Bodywise,Nutrition,Reel,F 18-24,Celebrity Endorsement,Active,2025-06-17,3,116273.58,4145651.33,35.65,2761639,90980,3.29,2203,1.28,52.78,5.81,6.1,6.73,52.04
AD-0549,ENDED_WIN,Meta,Man Matters,Nutrition,Image,F 25-34,Infographic,Completed,2025-08-09,71,175091.61,34263940.05,195.69,5424490,257711,4.75,35959,0.68,4.87,6.7,7.65,2.33,
AD-0550,ENDED_OK,Meta,Be Bodywise,Wellness,Story,F 25-34,Before/After,Completed,2025-07-28,32,12908.11,185366.21,14.36,255737,4587,1.79,148,2.81,87.22,2.69,8.94,1.41,
AD-0551,ENDED_WIN,Instagram,Be Bodywise,Skin Care,Video,F 18-24,Before/After,Paused,2025-04-11,22,77817.71,2381419.57,30.6,2763219,163894,5.93,2721,0.47,28.6,5.44,1.87,6.66,20.2
AD-0552,SCALE,Google,Man Matters,Hair Care,Story,M 18-24,Doctor Trust,Active,2025-08-26,59,68336.5,5315845.35,77.79,3195110,70747,2.21,5273,0.97,12.96,6.82,2.44,3.89,
AD-0553,ENDED_WIN,Instagram,Man Matters,Wellness,Video,F 35-44,Doctor Trust,Paused,2025-03-22,32,157521.67,19127563.65,121.43,3531774,151651,4.29,22041,1.04,7.15,6.04,5.2,1.16,79.68
AD-0554,ENDED_WIN,Instagram,Man Matters,Hair Care,Carousel,F 25-34,Celebrity Endorsement,Paused,2025-07-09,83,674.54,35634.63,52.83,24743,929,3.75,57,0.73,11.83,9.08,9.29,4.06,
AD-0555,ENDED_WIN,Instagram,Be Bodywise,Sexual Health,Reel,F 18-24,Before/After,Paused,2025-07-17,34,38523.02,2662878.68,69.12,665713,42880,6.44,5671,0.9,6.79,9.53,5.92,5.09,62.75
AD-0556,MONITOR,YouTube,Little Joys,Hair Care,Video,F 18-24,Doctor Trust,Active,2025-04-06,52,11659.47,280544.82,24.06,129855,2871,2.21,268,4.06,43.51,8.6,2.67,1.86,38.31
AD-0557,ENDED_WIN,YouTube,Man Matters,Weight Management,Image,F 18-24,Testimonial,Paused,2025-07-06,45,46682.14,2622340.38,56.17,1582768,100552,6.35,1327,0.46,35.18,3.09,1.18,4.49,
AD-0558,MONITOR,Google,Man Matters,Weight Management,Carousel,M 18-24,Lifestyle,Active,2025-11-06,43,4456.03,64104.81,14.39,78141,756,0.97,42,5.89,106.1,1.04,2.15,6.32,
AD-0559,ENDED_WIN,Instagram,Be Bodywise,Wellness,Reel,F 35-44,Before/After,Completed,2025-06-23,58,5189.58,320805.76,61.82,43855,3025,6.9,356,1.72,14.58,7.28,5.66,5.45,59.44
AD-0560,SCALE,Google,Be Bodywise,Wellness,Video,F 35-44,Celebrity Endorsement,Active,2025-08-04,89,146780.83,34207503.41,233.05,4157904,172914,4.16,22682,0.85,6.47,4.07,8.8,1.55,11.27
AD-0561,SCALE,Meta,Be Bodywise,Sexual Health,Story,M 35-44,Lifestyle,Active,2025-09-11,40,122778.52,5306296.35,43.22,2985434,52087,1.74,2757,2.36,44.53,6.07,2.99,7.7,
AD-0562,SCALE,Instagram,Little Joys,Sexual Health,Reel,M 18-24,Doctor Trust,Active,2025-11-08,1,155793.52,47334519.75,303.83,6373049,450798,7.07,54948,0.35,2.84,1.29,6.68,5.08,59.12
AD-0563,MONITOR,Meta,Little Joys,Weight Management,Reel,F 35-44,Celebrity Endorsement,Active,2025-06-20,22,76944.72,1077544.77,14,844193,21012,2.49,1622,3.66,47.44,6.05,8.92,2.63,63.71
AD-0564,SCALE,Google,Be Bodywise,Weight Management,Reel,F 25-34,Lifestyle,Active,2025-02-09,84,29212.1,3827448.76,131.02,1288092,40317,3.13,4315,0.72,6.77,7.9,3.46,2.03,32.63
AD-0565,ENDED_LOSS,Instagram,Man Matters,Skin Care,Image,F 18-24,Before/After,Completed,2025-02-07,61,115463.93,252894.28,2.19,1651674,32647,1.98,233,3.54,495.55,1.18,2.01,2.85,
AD-0566,MONITOR,Google,Be Bodywise,Weight Management,Story,F 18-24,Celebrity Endorsement,Active,2025-05-19,29,5139.76,315828.78,61.45,229092,16165,7.06,339,0.32,15.16,6.07,3.41,4.6,
AD-0567,ENDED_WIN,Meta,Be Bodywise,Sexual Health,Carousel,M 25-34,Product Demo,Completed,2025-05-12,35,85669.45,7432006.58,86.75,1017819,73236,7.2,10159,1.17,8.43,4.38,4.49,7.09,
AD-0568,KILL,Meta,Little Joys,Wellness,Image,F 18-24,Doctor Trust,Active,2025-06-24,51,142134.74,253877.64,1.79,1385084,23181,1.67,338,6.13,420.52,9.14,3.47,3.41,
AD-0569,ENDED_WIN,Instagram,Man Matters,Nutrition,Video,F 18-24,UGC Style,Completed,2025-01-16,6,38727.29,1017757.83,26.28,1032662,54252,5.25,4495,0.71,8.62,7.2,6.38,6.38,84.5
AD-0570,SCALE,Meta,Man Matters,Skin Care,Story,M 18-24,Product Demo,Active,2025-04-02,24,34663.36,5243209.3,151.26,349542,22627,6.47,3082,1.53,11.25,4.37,6.73,3.26,
AD-0571,SCALE,Instagram,Little Joys,Wellness,Carousel,M 25-34,Before/After,Active,2025-10-11,1,44909.28,3324337,74.02,805527,48990,6.08,3166,0.92,14.18,7.73,9.75,4.8,
AD-0572,ENDED_WIN,Google,Little Joys,Skin Care,Video,M 35-44,Doctor Trust,Completed,2025-07-22,31,70773.34,1922608.46,27.17,1056191,32898,3.11,4102,2.15,17.25,9.23,3.45,4.64,73
AD-0573,ENDED_WIN,Instagram,Little Joys,Hair Care,Story,M 35-44,UGC Style,Paused,2025-08-10,5,152707.55,3624140.47,23.73,6389649,139305,2.18,3284,1.1,46.5,8.93,8.23,2.46,
AD-0574,ENDED_WIN,YouTube,Man Matters,Weight Management,Image,M 35-44,Before/After,Completed,2025-01-15,43,10924.27,238777.52,21.86,152667,1780,1.17,142,6.14,76.93,4.53,7.11,6.05,
AD-0575,ENDED_WIN,Meta,Be Bodywise,Hair Care,Image,M 35-44,Product Demo,Completed,2025-06-11,17,196880.13,5047385.97,25.64,2443656,60332,2.47,2663,3.26,73.93,1.91,4.56,5.44,
AD-0576,ENDED_OK,Instagram,Little Joys,Wellness,Video,M 25-34,Before/After,Paused,2025-11-16,21,103923.1,1406103.44,13.53,4928818,105388,2.14,1722,0.99,60.35,8.99,9.35,2.11,72
AD-0577,ENDED_WIN,YouTube,Be Bodywise,Skin Care,Story,M 25-34,Celebrity Endorsement,Completed,2025-02-21,16,89943.71,2074548.33,23.06,1420983,23353,1.64,1926,3.85,46.7,9.44,4.67,4.46,
AD-0578,ENDED_WIN,YouTube,Man Matters,Nutrition,Video,F 35-44,Doctor Trust,Paused,2025-09-10,60,28229.27,786971.28,27.88,229180,13936,6.08,893,2.03,31.61,2.26,6.52,2.95,15.4
AD-0579,ENDED_WIN,YouTube,Little Joys,Weight Management,Reel,M 18-24,UGC Style,Completed,2025-05-22,30,105899.11,16055209.8,151.61,2496826,97840,3.92,11720,1.08,9.04,6.42,2.67,7.41,23.59
AD-0580,SCALE,Google,Little Joys,Weight Management,Carousel,F 25-34,Doctor Trust,Active,2025-07-26,60,64886.76,1505712.1,23.21,1206364,42773,3.55,1054,1.52,61.56,4.83,8.11,6.86,
AD-0581,ENDED_WIN,Google,Be Bodywise,Sexual Health,Carousel,M 25-34,Before/After,Paused,2025-11-21,56,180199.72,8009052.05,44.45,8306708,264784,3.19,28738,0.68,6.27,7.89,7.12,4.34,
AD-0582,ENDED_WIN,Meta,Be Bodywise,Wellness,Video,F 18-24,Infographic,Paused,2025-01-15,86,157530.34,9284662.37,58.94,1620781,40916,2.52,5129,3.85,30.71,1.56,8.49,4.23,83.65
AD-0583,ENDED_WIN,Meta,Be Bodywise,Weight Management,Story,F 25-34,Product Demo,Completed,2025-10-09,32,53663.07,4525241.45,84.33,2093533,59555,2.84,4243,0.9,12.65,8.95,5.02,1.46,
AD-0584,ENDED_OK,Google,Be Bodywise,Skin Care,Reel,M 25-34,Testimonial,Completed,2025-03-13,75,37395.47,105349.19,2.82,660702,20952,3.17,355,1.78,105.34,5.08,8.46,4.62,60.43
AD-0585,ENDED_OK,Meta,Man Matters,Weight Management,Carousel,F 25-34,UGC Style,Paused,2025-07-25,88,68412.99,713047.22,10.42,1484696,7545,0.51,530,9.07,129.08,6.35,8.06,1.49,
AD-0586,ENDED_WIN,Meta,Be Bodywise,Hair Care,Image,M 35-44,Doctor Trust,Completed,2025-10-20,78,102510.14,2317090.71,22.6,4696530,40724,0.87,4487,2.52,22.85,3.75,6.14,1.48,
AD-0587,ENDED_WIN,Meta,Be Bodywise,Skin Care,Video,F 35-44,Before/After,Paused,2025-07-28,11,190533.84,35427542.79,185.94,5392748,248136,4.6,27455,0.77,6.94,2.57,9.86,2.14,41.96
AD-0588,ENDED_WIN,YouTube,Be Bodywise,Nutrition,Video,F 35-44,UGC Style,Paused,2025-03-10,27,13752.78,1658355.72,120.58,370980,12724,3.43,1643,1.08,8.37,1.4,8.4,5.69,84.06
AD-0589,ENDED_WIN,YouTube,Be Bodywise,Skin Care,Reel,F 25-34,Testimonial,Completed,2025-11-23,9,22541.76,8360939.36,370.91,1047895,73197,6.99,9815,0.31,2.3,5.49,4,3.87,52.68
AD-0590,SCALE,Meta,Man Matters,Hair Care,Image,F 25-34,UGC Style,Active,2025-10-20,55,62307.96,4004726.21,64.27,450474,29789,6.61,2488,2.09,25.04,9.13,2.77,4.51,
AD-0591,ENDED_WIN,Google,Little Joys,Wellness,Image,F 35-44,Doctor Trust,Completed,2025-04-12,62,130072.45,3190306.3,24.53,5981256,65892,1.1,2734,1.97,47.58,2.49,7.62,6.34,
AD-0592,ENDED_WIN,YouTube,Be Bodywise,Hair Care,Carousel,M 35-44,Product Demo,Paused,2025-03-06,19,21016.66,394247.22,18.76,519919,6124,1.18,367,3.43,57.27,1.02,2.06,2.49,
AD-0593,SCALE,Instagram,Be Bodywise,Nutrition,Story,M 18-24,Celebrity Endorsement,Active,2025-06-06,49,130556.56,19917687.88,152.56,4733499,338109,7.14,15388,0.39,8.48,3.96,4.18,7.82,
AD-0594,ENDED_WIN,Google,Little Joys,Sexual Health,Story,M 25-34,Lifestyle,Paused,2025-01-22,61,191889.01,16999610.29,88.59,6870558,173815,2.53,20713,1.1,9.26,8.36,2.77,6.08,
AD-0595,ENDED_WIN,Google,Little Joys,Wellness,Reel,F 18-24,UGC Style,Paused,2025-09-15,35,27388.64,1097835.65,40.08,445427,25092,5.63,1548,1.09,17.69,5.3,5.64,3.89,14.98
AD-0596,ENDED_OK,Google,Man Matters,Nutrition,Reel,F 25-34,Doctor Trust,Completed,2025-09-01,20,174793.3,985009.75,5.64,4382718,124535,2.84,3155,1.4,55.4,7.23,5.12,1.9,19.38
AD-0597,ENDED_WIN,YouTube,Man Matters,Nutrition,Video,F 25-34,Before/After,Completed,2025-07-07,37,113454.6,1994097.55,17.58,5315245,93519,1.76,4972,1.21,22.82,4.54,8.78,6.29,61.6
AD-0598,ENDED_WIN,Instagram,Man Matters,Skin Care,Reel,F 35-44,Infographic,Completed,2025-03-23,64,100231.96,31085534.73,310.14,4921062,260397,5.29,16955,0.38,5.91,5.95,7.85,6.48,72.18
AD-0599,ENDED_WIN,Google,Be Bodywise,Hair Care,Video,M 25-34,Before/After,Completed,2025-09-24,30,57744.52,7970318.36,138.03,1847406,77871,4.22,4828,0.74,11.96,9.43,6.93,1.15,58.21
AD-0600,ENDED_WIN,Instagram,Man Matters,Nutrition,Story,M 35-44,Before/After,Completed,2025-10-11,54,10788.48,2774617.84,257.18,422575,26813,6.35,1994,0.4,5.41,2.3,8.56,5.41,
AD-0601,SCALE,Meta,Little Joys,Hair Care,Image,F 25-34,Product Demo,Active,2025-05-10,85,44839.45,1285305.45,28.66,1040474,17420,1.67,1335,2.57,33.59,2.85,3.64,7.66,
AD-0602,ENDED_WIN,Instagram,Man Matters,Weight Management,Carousel,M 35-44,Infographic,Paused,2025-05-20,39,152965.83,2362574.94,15.45,4738881,109659,2.31,2285,1.39,66.94,7.96,9.16,1.69,
AD-0603,SCALE,Instagram,Be Bodywise,Sexual Health,Story,F 25-34,Doctor Trust,Active,2025-04-15,76,59455.46,6769036.17,113.85,2274357,125968,5.54,4912,0.47,12.1,8.37,5.65,7.91,
AD-0604,ENDED_WIN,Meta,Be Bodywise,Weight Management,Reel,M 35-44,Testimonial,Paused,2025-08-19,68,189649.72,8340383.95,43.98,1239070,74408,6.01,8141,2.55,23.3,5.13,3.5,2.63,80.47
AD-0605,ENDED_WIN,Instagram,Be Bodywise,Weight Management,Reel,M 35-44,Celebrity Endorsement,Paused,2025-08-25,40,116720.2,3194545.95,27.37,805698,45248,5.62,4939,2.58,23.63,8.85,8.49,6.18,48.83
AD-0606,ENDED_WIN,Google,Little Joys,Wellness,Carousel,F 25-34,UGC Style,Completed,2025-01-14,12,67570.25,13727791.23,203.16,1477354,63442,4.29,8589,1.07,7.87,3.07,7.82,7.24,
AD-0607,SCALE,Meta,Be Bodywise,Nutrition,Reel,F 18-24,Lifestyle,Active,2025-02-23,77,183141.59,3376865.36,18.44,7123110,54872,0.77,7028,3.34,26.06,9.76,4.49,1.86,10.39
AD-0608,ENDED_WIN,YouTube,Man Matters,Nutrition,Video,F 35-44,Doctor Trust,Paused,2025-08-04,46,174218.13,66497234.89,381.69,8634179,374854,4.34,33810,0.46,5.15,9.36,3.79,7.81,31.11
AD-0609,ENDED_WIN,Meta,Little Joys,Hair Care,Image,M 18-24,UGC Style,Paused,2025-01-22,15,48924.77,1677756.64,34.29,1509003,30758,2.04,1172,1.59,41.74,1.87,1.22,7.99,
AD-0610,SCALE,Instagram,Man Matters,Weight Management,Video,M 25-34,Product Demo,Active,2025-02-09,50,116943.73,30419946.12,260.12,5182060,318422,6.14,19415,0.37,6.02,4.31,8.66,5.05,64.2
AD-0611,ENDED_WIN,Google,Little Joys,Nutrition,Carousel,F 35-44,Celebrity Endorsement,Completed,2025-10-15,3,61001.93,2607002.47,42.74,366645,12104,3.3,1494,5.04,40.83,8.53,1.61,2.73,
AD-0612,ENDED_WIN,Meta,Be Bodywise,Skin Care,Image,M 18-24,Before/After,Paused,2025-04-12,63,122984.32,8270031.34,67.24,4859982,297237,6.12,5010,0.41,24.55,5.98,1.35,2.57,
AD-0613,ENDED_WIN,YouTube,Be Bodywise,Sexual Health,Reel,F 25-34,Celebrity Endorsement,Completed,2025-10-24,85,125030.79,11971423.06,95.75,1598297,122246,7.65,7595,1.02,16.46,2,2,1.13,59.88
AD-0614,MONITOR,YouTube,Man Matters,Hair Care,Image,F 35-44,Doctor Trust,Active,2025-11-02,74,6703.02,463640.61,69.17,207589,6061,2.92,754,1.11,8.89,1.79,5.72,5.82,
AD-0615,ENDED_WIN,Google,Little Joys,Sexual Health,Reel,M 18-24,Celebrity Endorsement,Completed,2025-07-14,32,29886.82,3641214.98,121.83,1105059,24833,2.25,2256,1.2,13.25,9.64,1.85,3.61,32.88
AD-0616,ENDED_WIN,Google,Man Matters,Nutrition,Image,M 35-44,Testimonial,Completed,2025-09-26,44,170558.54,16844201.3,98.76,6115967,165393,2.7,16757,1.03,10.18,4.31,5.89,5,
AD-0617,SCALE,Meta,Be Bodywise,Wellness,Video,F 25-34,UGC Style,Active,2025-04-19,82,42241.75,2281972.17,54.02,1274432,73746,5.79,10302,0.57,4.1,8.4,9.76,5.95,14.06
AD-0618,ENDED_WIN,Google,Man Matters,Skin Care,Image,M 25-34,Product Demo,Completed,2025-08-26,80,161292.95,5136399.96,31.85,1536028,50745,3.3,6868,3.18,23.48,6.61,5.49,6.53,
AD-0619,ENDED_WIN,Meta,Be Bodywise,Wellness,Carousel,F 18-24,Product Demo,Paused,2025-10-08,59,136764.23,15956666.62,116.67,4767382,302469,6.34,12192,0.45,11.22,9.47,3.6,7.99,
AD-0620,MONITOR,Instagram,Little Joys,Sexual Health,Image,M 25-34,Lifestyle,Active,2025-03-06,71,105045.3,275217.19,2.62,2808736,19749,0.7,749,5.32,140.25,5.34,5.72,3.04,
AD-0621,SCALE,Meta,Man Matters,Nutrition,Carousel,M 35-44,Testimonial,Active,2025-09-20,87,199249.64,16318097.85,81.9,8037048,533002,6.63,78595,0.37,2.54,2.56,3.21,5.71,
AD-0622,ENDED_WIN,Meta,Man Matters,Nutrition,Video,M 18-24,Infographic,Completed,2025-06-04,9,122322.88,1960081.33,16.02,850160,26880,3.16,4018,4.55,30.44,5.38,7.55,6.55,27.24
AD-0623,SCALE,Instagram,Be Bodywise,Weight Management,Story,F 35-44,Doctor Trust,Active,2025-02-19,52,131504.52,7870464.42,59.85,3949058,127408,3.23,9296,1.03,14.15,9.29,9.9,3.97,
AD-0624,SCALE,Meta,Little Joys,Sexual Health,Video,M 25-34,Product Demo,Active,2025-10-20,69,118389.81,3176679.84,26.83,4316851,51641,1.2,2481,2.29,47.72,9.67,1.76,7.37,36.88
AD-0625,ENDED_WIN,YouTube,Man Matters,Wellness,Story,F 35-44,Infographic,Completed,2025-08-01,27,55587.72,4807334.79,86.48,2525526,75870,3,7373,0.73,7.54,6.4,8.97,2.04,
AD-0626,ENDED_WIN,Google,Be Bodywise,Wellness,Video,F 18-24,Doctor Trust,Completed,2025-09-21,41,47302.33,1628664.99,34.43,2133897,65480,3.07,1071,0.72,44.17,6.65,1.19,4.73,21.93
AD-0627,SCALE,Google,Man Matters,Weight Management,Image,F 35-44,Product Demo,Active,2025-11-15,28,149807.61,10121459.07,67.56,4195790,77401,1.84,6198,1.94,24.17,4.85,1.67,4.69,
AD-0628,SCALE,Instagram,Be Bodywise,Nutrition,Story,F 25-34,Infographic,Active,2025-02-20,84,194387.45,3019783.14,15.53,2437119,39096,1.6,2866,4.97,67.83,8.13,5.84,1.48,
AD-0629,SCALE,YouTube,Little Joys,Skin Care,Image,M 35-44,Lifestyle,Active,2025-10-06,83,143483.72,50572673.94,352.46,5566698,319980,5.75,32875,0.45,4.36,3.75,5.74,4.76,
AD-0630,ENDED_OK,Meta,Man Matters,Hair Care,Reel,F 35-44,Lifestyle,Paused,2025-09-24,87,92358.8,388831.78,4.21,3375393,86044,2.55,1348,1.07,68.52,8.97,8.34,1.21,80.94
